"filename","issue_severity","line_number","test_id","total_lines_in_file"
"node\deps\v8\tools\ignition\linux_perf_bytecode_annotate.py","LOW",162,"B603",177
"node\deps\v8\tools\ignition\linux_perf_report.py","LOW",11,"B404",260
"node\deps\v8\tools\ignition\linux_perf_report.py","LOW",244,"B607",260
"node\deps\v8\tools\ignition\linux_perf_report.py","LOW",244,"B603",260
"node\deps\v8\tools\ll_prof.py","LOW",42,"B404",992
"node\deps\v8\tools\ll_prof.py","LOW",119,"B101",992
"node\deps\v8\tools\ll_prof.py","LOW",194,"B101",992
"node\deps\v8\tools\ll_prof.py","LOW",357,"B101",992
"node\deps\v8\tools\ll_prof.py","LOW",419,"B101",992
"node\deps\v8\tools\ll_prof.py","LOW",428,"B101",992
"node\deps\v8\tools\ll_prof.py","LOW",442,"B101",992
"node\deps\v8\tools\ll_prof.py","LOW",600,"B101",992
"node\deps\v8\tools\ll_prof.py","LOW",603,"B101",992
"node\deps\v8\tools\ll_prof.py","LOW",659,"B101",992
"node\deps\v8\tools\ll_prof.py","HIGH",693,"B602",992
"node\deps\v8\tools\ll_prof.py","LOW",701,"B101",992
"node\deps\v8\tools\ll_prof.py","HIGH",730,"B602",992
"node\deps\v8\tools\ll_prof.py","LOW",771,"B101",992
"node\deps\v8\tools\locs.py","LOW",19,"B404",458
"node\deps\v8\tools\locs.py","HIGH",142,"B602",458
"node\deps\v8\tools\locs.py","HIGH",151,"B602",458
"node\deps\v8\tools\locs.py","HIGH",161,"B602",458
"node\deps\v8\tools\locs.py","HIGH",414,"B602",458
"node\deps\v8\tools\mb\mb.py","LOW",27,"B404",1290
"node\deps\v8\tools\mb\mb.py","LOW",1178,"B603",1290
"node\deps\v8\tools\mb\mb.py","LOW",1183,"B603",1290
"node\deps\v8\tools\mb\mb.py","MEDIUM",1199,"B310",1290
"node\deps\v8\tools\node\fetch_deps.py","LOW",16,"B404",101
"node\deps\v8\tools\node\fetch_deps.py","HIGH",53,"B602",101
"node\deps\v8\tools\node\fetch_deps.py","LOW",70,"B101",101
"node\deps\v8\tools\node\fetch_deps.py","LOW",83,"B603",101
"node\deps\v8\tools\node\node_common.py","LOW",13,"B404",54
"node\deps\v8\tools\node\node_common.py","LOW",26,"B110",54
"node\deps\v8\tools\node\node_common.py","HIGH",33,"B602",54
"node\deps\v8\tools\node\node_common.py","LOW",35,"B603",54
"node\deps\v8\tools\node\node_common.py","LOW",41,"B101",54
"node\deps\v8\tools\predictable_wrapper.py","LOW",74,"B101",78
"node\deps\v8\tools\release\auto_roll.py","LOW",54,"B101",238
"node\deps\v8\tools\release\auto_roll.py","LOW",72,"B101",238
"node\deps\v8\tools\release\auto_roll.py","LOW",81,"B101",238
"node\deps\v8\tools\release\auto_roll.py","LOW",103,"B101",238
"node\deps\v8\tools\release\auto_roll.py","LOW",105,"B101",238
"node\deps\v8\tools\release\check_clusterfuzz.py","MEDIUM",123,"B310",231
"node\deps\v8\tools\release\check_clusterfuzz.py","LOW",157,"B101",231
"node\deps\v8\tools\release\check_clusterfuzz.py","MEDIUM",173,"B309",231
"node\deps\v8\tools\release\check_clusterfuzz.py","LOW",200,"B101",231
"node\deps\v8\tools\release\check_clusterfuzz.py","LOW",203,"B101",231
"node\deps\v8\tools\release\check_clusterfuzz.py","LOW",217,"B101",231
"node\deps\v8\tools\release\common_includes.py","LOW",41,"B404",817
"node\deps\v8\tools\release\common_includes.py","HIGH",116,"B602",817
"node\deps\v8\tools\release\common_includes.py","HIGH",118,"B602",817
"node\deps\v8\tools\release\common_includes.py","MEDIUM",163,"B310",817
"node\deps\v8\tools\release\common_includes.py","MEDIUM",175,"B309",817
"node\deps\v8\tools\release\common_includes.py","LOW",333,"B101",817
"node\deps\v8\tools\release\common_includes.py","LOW",334,"B101",817
"node\deps\v8\tools\release\common_includes.py","LOW",335,"B101",817
"node\deps\v8\tools\release\common_includes.py","LOW",336,"B101",817
"node\deps\v8\tools\release\common_includes.py","LOW",587,"B101",817
"node\deps\v8\tools\release\common_includes.py","LOW",601,"B101",817
"node\deps\v8\tools\release\create_release.py","LOW",32,"B101",234
"node\deps\v8\tools\release\create_release.py","LOW",90,"B110",234
"node\deps\v8\tools\release\git_recipes.py","LOW",109,"B101",292
"node\deps\v8\tools\release\git_recipes.py","LOW",114,"B101",292
"node\deps\v8\tools\release\git_recipes.py","LOW",118,"B101",292
"node\deps\v8\tools\release\git_recipes.py","LOW",129,"B101",292
"node\deps\v8\tools\release\git_recipes.py","LOW",133,"B101",292
"node\deps\v8\tools\release\git_recipes.py","LOW",134,"B101",292
"node\deps\v8\tools\release\git_recipes.py","LOW",146,"B101",292
"node\deps\v8\tools\release\git_recipes.py","LOW",167,"B101",292
"node\deps\v8\tools\release\git_recipes.py","LOW",187,"B101",292
"node\deps\v8\tools\release\git_recipes.py","LOW",188,"B101",292
"node\deps\v8\tools\release\git_recipes.py","LOW",192,"B101",292
"node\deps\v8\tools\release\git_recipes.py","LOW",197,"B101",292
"node\deps\v8\tools\release\git_recipes.py","LOW",201,"B101",292
"node\deps\v8\tools\release\git_recipes.py","LOW",235,"B101",292
"node\deps\v8\tools\release\search_related_commits.py","LOW",14,"B404",221
"node\deps\v8\tools\release\search_related_commits.py","LOW",140,"B603",221
"node\deps\v8\tools\release\test_mergeinfo.py","LOW",12,"B404",209
"node\deps\v8\tools\release\test_mergeinfo.py","LOW",25,"B603",209
"node\deps\v8\tools\release\test_mergeinfo.py","LOW",41,"B607",209
"node\deps\v8\tools\release\test_mergeinfo.py","LOW",41,"B603",209
"node\deps\v8\tools\release\test_search_related_commits.py","LOW",10,"B404",274
"node\deps\v8\tools\release\test_search_related_commits.py","LOW",25,"B603",274
"node\deps\v8\tools\release\test_search_related_commits.py","LOW",37,"B607",274
"node\deps\v8\tools\release\test_search_related_commits.py","LOW",37,"B603",274
"node\deps\v8\tools\run-clang-tidy.py","LOW",15,"B404",424
"node\deps\v8\tools\run-clang-tidy.py","LOW",62,"B607",424
"node\deps\v8\tools\run-clang-tidy.py","LOW",62,"B603",424
"node\deps\v8\tools\run-clang-tidy.py","LOW",104,"B603",424
"node\deps\v8\tools\run-clang-tidy.py","LOW",144,"B603",424
"node\deps\v8\tools\run-clang-tidy.py","LOW",172,"B607",424
"node\deps\v8\tools\run-clang-tidy.py","LOW",172,"B603",424
"node\deps\v8\tools\run-clang-tidy.py","LOW",175,"B607",424
"node\deps\v8\tools\run-clang-tidy.py","LOW",175,"B603",424
"node\deps\v8\tools\run-clang-tidy.py","LOW",193,"B603",424
"node\deps\v8\tools\run-clang-tidy.py","LOW",252,"B603",424
"node\deps\v8\tools\run-clang-tidy.py","LOW",264,"B607",424
"node\deps\v8\tools\run-clang-tidy.py","LOW",264,"B603",424
"node\deps\v8\tools\run-wasm-api-tests.py","LOW",30,"B404",168
"node\deps\v8\tools\run-wasm-api-tests.py","HIGH",73,"B602",168
"node\deps\v8\tools\run.py","LOW",11,"B404",23
"node\deps\v8\tools\run.py","LOW",14,"B603",23
"node\deps\v8\tools\run_perf.py","LOW",117,"B404",1153
"node\deps\v8\tools\run_perf.py","LOW",198,"B101",1153
"node\deps\v8\tools\run_perf.py","LOW",199,"B101",1153
"node\deps\v8\tools\run_perf.py","LOW",220,"B101",1153
"node\deps\v8\tools\run_perf.py","LOW",221,"B101",1153
"node\deps\v8\tools\run_perf.py","LOW",282,"B101",1153
"node\deps\v8\tools\run_perf.py","LOW",283,"B603",1153
"node\deps\v8\tools\run_perf.py","LOW",339,"B101",1153
"node\deps\v8\tools\run_perf.py","LOW",340,"B101",1153
"node\deps\v8\tools\run_perf.py","LOW",341,"B101",1153
"node\deps\v8\tools\run_perf.py","LOW",342,"B101",1153
"node\deps\v8\tools\run_perf.py","LOW",343,"B101",1153
"node\deps\v8\tools\run_perf.py","LOW",344,"B101",1153
"node\deps\v8\tools\run_perf.py","LOW",397,"B101",1153
"node\deps\v8\tools\run_perf.py","LOW",398,"B101",1153
"node\deps\v8\tools\run_perf.py","MEDIUM",480,"B604",1153
"node\deps\v8\tools\run_perf.py","LOW",599,"B101",1153
"node\deps\v8\tools\run_perf.py","LOW",600,"B101",1153
"node\deps\v8\tools\run_perf.py","HIGH",707,"B602",1153
"node\deps\v8\tools\sanitizers\sancov_formatter.py","LOW",51,"B404",459
"node\deps\v8\tools\sanitizers\sancov_formatter.py","HIGH",181,"B602",459
"node\deps\v8\tools\sanitizers\sancov_formatter.py","LOW",184,"B101",459
"node\deps\v8\tools\sanitizers\sancov_formatter.py","HIGH",268,"B602",459
"node\deps\v8\tools\sanitizers\sancov_formatter.py","LOW",271,"B101",459
"node\deps\v8\tools\sanitizers\sancov_formatter.py","LOW",293,"B101",459
"node\deps\v8\tools\sanitizers\sancov_formatter.py","LOW",313,"B101",459
"node\deps\v8\tools\sanitizers\sancov_formatter.py","LOW",314,"B101",459
"node\deps\v8\tools\sanitizers\sancov_formatter.py","LOW",342,"B101",459
"node\deps\v8\tools\sanitizers\sancov_merger.py","LOW",29,"B404",229
"node\deps\v8\tools\sanitizers\sancov_merger.py","LOW",70,"B603",229
"node\deps\v8\tools\sanitizers\sancov_merger.py","LOW",77,"B101",229
"node\deps\v8\tools\sanitizers\sancov_merger.py","LOW",171,"B603",229
"node\deps\v8\tools\sanitizers\sancov_merger.py","LOW",177,"B101",229
"node\deps\v8\tools\sanitizers\sancov_merger.py","LOW",214,"B101",229
"node\deps\v8\tools\sanitizers\sancov_merger.py","LOW",219,"B101",229
"node\deps\v8\tools\testrunner\local\android.py","LOW",35,"B101",205
"node\deps\v8\tools\testrunner\local\command.py","LOW",12,"B404",349
"node\deps\v8\tools\testrunner\local\command.py","LOW",88,"B101",349
"node\deps\v8\tools\testrunner\local\command.py","LOW",128,"B603",349
"node\deps\v8\tools\testrunner\local\command.py","LOW",218,"B603",349
"node\deps\v8\tools\testrunner\local\junit_output.py","LOW",29,"B405",49
"node\deps\v8\tools\testrunner\local\pool.py","LOW",95,"B101",313
"node\deps\v8\tools\testrunner\local\pool.py","LOW",209,"B101",313
"node\deps\v8\tools\testrunner\local\pool.py","LOW",234,"B101",313
"node\deps\v8\tools\testrunner\local\pool.py","LOW",289,"B110",313
"node\deps\v8\tools\testrunner\local\pool.py","LOW",293,"B110",313
"node\deps\v8\tools\testrunner\local\statusfile.py","MEDIUM",160,"B307",341
"node\deps\v8\tools\testrunner\local\statusfile.py","LOW",163,"B101",341
"node\deps\v8\tools\testrunner\local\statusfile.py","LOW",172,"B101",341
"node\deps\v8\tools\testrunner\local\statusfile.py","LOW",181,"B101",341
"node\deps\v8\tools\testrunner\local\statusfile.py","LOW",196,"B101",341
"node\deps\v8\tools\testrunner\local\statusfile.py","LOW",203,"B101",341
"node\deps\v8\tools\testrunner\local\statusfile.py","LOW",206,"B101",341
"node\deps\v8\tools\testrunner\local\statusfile.py","LOW",209,"B101",341
"node\deps\v8\tools\testrunner\local\statusfile.py","MEDIUM",228,"B307",341
"node\deps\v8\tools\testrunner\local\statusfile.py","LOW",249,"B101",341
"node\deps\v8\tools\testrunner\local\statusfile.py","LOW",250,"B101",341
"node\deps\v8\tools\testrunner\local\statusfile.py","LOW",277,"B101",341
"node\deps\v8\tools\testrunner\local\statusfile.py","LOW",283,"B101",341
"node\deps\v8\tools\testrunner\local\statusfile.py","LOW",285,"B101",341
"node\deps\v8\tools\testrunner\local\variants.py","LOW",69,"B101",69
"node\deps\v8\tools\testrunner\local\verbose.py","LOW",66,"B101",106
"node\deps\v8\tools\testrunner\num_fuzzer.py","LOW",138,"B311",227
"node\deps\v8\tools\testrunner\objects\testcase.py","LOW",104,"B101",380
"node\deps\v8\tools\testrunner\objects\testcase.py","MEDIUM",273,"B604",380
"node\deps\v8\tools\testrunner\standard_runner.py","LOW",188,"B101",413
"node\deps\v8\tools\testrunner\standard_runner.py","LOW",198,"B101",413
"node\deps\v8\tools\testrunner\standard_runner.py","LOW",202,"B101",413
"node\deps\v8\tools\testrunner\standard_runner.py","LOW",266,"B101",413
"node\deps\v8\tools\testrunner\standard_runner.py","LOW",382,"B101",413
"node\deps\v8\tools\testrunner\testproc\combiner.py","LOW",43,"B101",127
"node\deps\v8\tools\testrunner\testproc\execution.py","LOW",53,"B101",95
"node\deps\v8\tools\testrunner\testproc\execution.py","LOW",79,"B101",95
"node\deps\v8\tools\testrunner\testproc\fuzzer.py","LOW",65,"B101",332
"node\deps\v8\tools\testrunner\testproc\fuzzer.py","LOW",113,"B101",332
"node\deps\v8\tools\testrunner\testproc\loader.py","LOW",34,"B101",42
"node\deps\v8\tools\testrunner\testproc\result.py","LOW",78,"B101",97
"node\deps\v8\tools\testrunner\testproc\result.py","LOW",88,"B101",97
"node\deps\v8\tools\testrunner\testproc\seed.py","LOW",34,"B101",63
"node\deps\v8\tools\testrunner\testproc\shard.py","LOW",32,"B101",38
"node\deps\v8\tools\testrunner\testproc\util.py","LOW",11,"B404",81
"node\deps\v8\tools\testrunner\testproc\util.py","HIGH",26,"B602",81
"node\deps\v8\tools\testrunner\testproc\util.py","LOW",48,"B110",81
"node\deps\v8\tools\testrunner\testproc\variant.py","LOW",37,"B101",69
"node\deps\v8\tools\testrunner\utils\dump_build_config.py","LOW",18,"B101",26
"node\deps\v8\tools\testrunner\utils\dump_build_config.py","LOW",21,"B101",26
"node\deps\v8\tools\testrunner\utils\dump_build_config_gyp.py","LOW",21,"B101",57
"node\deps\v8\tools\testrunner\utils\dump_build_config_gyp.py","LOW",47,"B101",57
"node\deps\v8\tools\torque\format-torque.py","LOW",13,"B404",160
"node\deps\v8\tools\torque\format-torque.py","LOW",16,"B404",160
"node\deps\v8\tools\torque\format-torque.py","LOW",103,"B607",160
"node\deps\v8\tools\torque\format-torque.py","HIGH",103,"B602",160
"node\deps\v8\tools\torque\format-torque.py","LOW",105,"B607",160
"node\deps\v8\tools\torque\format-torque.py","LOW",105,"B603",160
"node\deps\v8\tools\trace-maps-processor.py","LOW",96,"B101",175
"node\deps\v8\tools\trace-maps-processor.py","LOW",97,"B101",175
"node\deps\v8\tools\trace-maps-processor.py","LOW",112,"B101",175
"node\deps\v8\tools\trace-maps-processor.py","LOW",115,"B101",175
"node\deps\v8\tools\try_perf.py","LOW",11,"B404",124
"node\deps\v8\tools\try_perf.py","LOW",101,"B101",124
"node\deps\v8\tools\try_perf.py","LOW",105,"B607",124
"node\deps\v8\tools\try_perf.py","LOW",106,"B602",124
"node\deps\v8\tools\try_perf.py","HIGH",121,"B602",124
"node\deps\v8\tools\unittests\compare_torque_output_test.py","LOW",8,"B404",55
"node\deps\v8\tools\unittests\compare_torque_output_test.py","LOW",26,"B607",55
"node\deps\v8\tools\unittests\compare_torque_output_test.py","LOW",26,"B603",55
"node\deps\v8\tools\unittests\predictable_wrapper_test.py","LOW",7,"B404",57
"node\deps\v8\tools\unittests\predictable_wrapper_test.py","LOW",38,"B603",57
"node\deps\v8\tools\unittests\run_perf_test.py","LOW",14,"B404",648
"node\deps\v8\tools\unittests\run_perf_test.py","MEDIUM",218,"B604",648
"node\deps\v8\tools\unittests\run_perf_test.py","LOW",589,"B603",648
"node\deps\v8\tools\unittests\run_tests_test.py","LOW",28,"B404",661
"node\deps\v8\tools\unittests\testdata\predictable_mocked.py","LOW",11,"B101",31
"node\deps\v8\tools\unittests\testdata\predictable_mocked.py","LOW",29,"B101",31
"node\deps\v8\tools\v8_presubmit.py","LOW",47,"B403",725
"node\deps\v8\tools\v8_presubmit.py","LOW",50,"B404",725
"node\deps\v8\tools\v8_presubmit.py","LOW",52,"B404",725
"node\deps\v8\tools\v8_presubmit.py","LOW",87,"B603",725
"node\deps\v8\tools\v8_presubmit.py","LOW",113,"B603",725
"node\deps\v8\tools\v8_presubmit.py","MEDIUM",145,"B301",725
"node\deps\v8\tools\v8_presubmit.py","LOW",146,"B110",725
"node\deps\v8\tools\v8_presubmit.py","LOW",163,"B110",725
"node\deps\v8\tools\v8_presubmit.py","LOW",427,"B607",725
"node\deps\v8\tools\v8_presubmit.py","LOW",428,"B602",725
"node\deps\v8\tools\v8_presubmit.py","LOW",667,"B603",725
"node\deps\v8\tools\v8_presubmit.py","LOW",680,"B603",725
"node\deps\v8\tools\wasm-compilation-hints\inject-compilation-hints.py","LOW",59,"B101",60
"node\deps\v8\tools\wasm-compilation-hints\wasm.py","LOW",75,"B101",108
"node\deps\v8\tools\wasm-compilation-hints\wasm.py","LOW",85,"B101",108
"node\test\fixtures\spawn_closed_stdio.py","LOW",3,"B404",8
"node\test\fixtures\spawn_closed_stdio.py","LOW",7,"B603",8
"node\test\pseudo-tty\pty_helper.py","LOW",52,"B101",102
"node\test\pseudo-tty\pty_helper.py","LOW",81,"B606",102
"node\tools\compress_json.py","LOW",24,"B101",33
"node\tools\cpplint.py","LOW",57,"B405",6854
"node\tools\cpplint.py","LOW",1132,"B101",6854
"node\tools\cpplint.py","LOW",1568,"B101",6854
"node\tools\cpplint.py","LOW",5128,"B101",6854
"node\tools\cpplint.py","LOW",5130,"B101",6854
"node\tools\genv8constants.py","LOW",12,"B404",115
"node\tools\genv8constants.py","LOW",22,"B607",115
"node\tools\genv8constants.py","LOW",22,"B603",115
"node\tools\gyp\gyp_main.py","LOW",9,"B404",0
"node\tools\gyp\gyp_main.py","LOW",17,"B607",0
"node\tools\gyp\gyp_main.py","LOW",17,"B603",0
"node\tools\gyp\gyp_main.py","LOW",32,"B607",0
"node\tools\gyp\gyp_main.py","LOW",32,"B603",0
"node\tools\gyp\pylib\gyp\MSVSNew.py","MEDIUM",51,"B303",0
"node\tools\gyp\pylib\gyp\MSVSVersion.py","LOW",10,"B404",0
"node\tools\gyp\pylib\gyp\MSVSVersion.py","LOW",92,"B101",0
"node\tools\gyp\pylib\gyp\MSVSVersion.py","LOW",176,"B603",0
"node\tools\gyp\pylib\gyp\MSVSVersion.py","LOW",235,"B101",0
"node\tools\gyp\pylib\gyp\MSVSVersion.py","LOW",428,"B607",0
"node\tools\gyp\pylib\gyp\MSVSVersion.py","LOW",428,"B603",0
"node\tools\gyp\pylib\gyp\__init__.py","LOW",42,"B110",0
"node\tools\gyp\pylib\gyp\common.py","LOW",11,"B404",0
"node\tools\gyp\pylib\gyp\common.py","MEDIUM",496,"B103",0
"node\tools\gyp\pylib\gyp\common.py","LOW",653,"B607",0
"node\tools\gyp\pylib\gyp\common.py","LOW",653,"B603",0
"node\tools\gyp\pylib\gyp\flock_tool.py","LOW",12,"B404",0
"node\tools\gyp\pylib\gyp\flock_tool.py","LOW",51,"B603",0
"node\tools\gyp\pylib\gyp\generator\analyzer.py","LOW",675,"B101",0
"node\tools\gyp\pylib\gyp\generator\analyzer.py","LOW",723,"B101",0
"node\tools\gyp\pylib\gyp\generator\android.py","LOW",24,"B404",0
"node\tools\gyp\pylib\gyp\generator\android.py","LOW",649,"B101",0
"node\tools\gyp\pylib\gyp\generator\android.py","LOW",679,"B101",0
"node\tools\gyp\pylib\gyp\generator\android.py","LOW",748,"B101",0
"node\tools\gyp\pylib\gyp\generator\android.py","LOW",1007,"B101",0
"node\tools\gyp\pylib\gyp\generator\android.py","LOW",1030,"B603",0
"node\tools\gyp\pylib\gyp\generator\android.py","LOW",1040,"B101",0
"node\tools\gyp\pylib\gyp\generator\android.py","LOW",1051,"B101",0
"node\tools\gyp\pylib\gyp\generator\android.py","LOW",1073,"B101",0
"node\tools\gyp\pylib\gyp\generator\cmake.py","LOW",37,"B404",0
"node\tools\gyp\pylib\gyp\generator\cmake.py","LOW",1289,"B603",0
"node\tools\gyp\pylib\gyp\generator\cmake.py","LOW",1293,"B603",0
"node\tools\gyp\pylib\gyp\generator\eclipse.py","LOW",20,"B406",0
"node\tools\gyp\pylib\gyp\generator\eclipse.py","LOW",22,"B404",0
"node\tools\gyp\pylib\gyp\generator\eclipse.py","LOW",27,"B405",0
"node\tools\gyp\pylib\gyp\generator\eclipse.py","LOW",102,"B603",0
"node\tools\gyp\pylib\gyp\generator\eclipse.py","LOW",245,"B603",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",28,"B404",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1004,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1008,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1113,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1336,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1447,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1457,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1516,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1526,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1727,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1731,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1762,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1801,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1863,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1873,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",1920,"B101",0
"node\tools\gyp\pylib\gyp\generator\make.py","MEDIUM",1993,"B303",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",2223,"B603",0
"node\tools\gyp\pylib\gyp\generator\make.py","LOW",2415,"B101",0
"node\tools\gyp\pylib\gyp\generator\msvs.py","LOW",11,"B404",0
"node\tools\gyp\pylib\gyp\generator\msvs.py","LOW",120,"B607",0
"node\tools\gyp\pylib\gyp\generator\msvs.py","LOW",120,"B603",0
"node\tools\gyp\pylib\gyp\generator\msvs.py","LOW",474,"B101",0
"node\tools\gyp\pylib\gyp\generator\msvs.py","LOW",1581,"B101",0
"node\tools\gyp\pylib\gyp\generator\msvs.py","LOW",2066,"B603",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",15,"B404",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",321,"B101",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",334,"B101",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",352,"B101",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",368,"B101",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",370,"B101",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",556,"B101",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",586,"B101",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",816,"B101",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","MEDIUM",822,"B303",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",1654,"B101",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",1700,"B101",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",1791,"B101",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",1902,"B101",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",2137,"B607",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",2137,"B603",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",2800,"B101",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","MEDIUM",2818,"B303",0
"node\tools\gyp\pylib\gyp\generator\ninja.py","LOW",2895,"B603",0
"node\tools\gyp\pylib\gyp\generator\xcode.py","LOW",17,"B404",0
"node\tools\gyp\pylib\gyp\generator\xcode.py","LOW",248,"B101",0
"node\tools\gyp\pylib\gyp\generator\xcode.py","LOW",344,"B101",0
"node\tools\gyp\pylib\gyp\generator\xcode.py","LOW",617,"B603",0
"node\tools\gyp\pylib\gyp\generator\xcode.py","LOW",760,"B101",0
"node\tools\gyp\pylib\gyp\generator\xcode.py","LOW",766,"B101",0
"node\tools\gyp\pylib\gyp\generator\xcode.py","LOW",771,"B101",0
"node\tools\gyp\pylib\gyp\generator\xcode.py","LOW",777,"B101",0
"node\tools\gyp\pylib\gyp\generator\xcode.py","LOW",783,"B101",0
"node\tools\gyp\pylib\gyp\generator\xcode.py","LOW",802,"B101",0
"node\tools\gyp\pylib\gyp\generator\xcode.py","LOW",805,"B101",0
"node\tools\gyp\pylib\gyp\generator\xcode.py","LOW",809,"B101",0
"node\tools\gyp\pylib\gyp\input.py","LOW",16,"B404",0
"node\tools\gyp\pylib\gyp\input.py","LOW",183,"B101",0
"node\tools\gyp\pylib\gyp\input.py","LOW",185,"B101",0
"node\tools\gyp\pylib\gyp\input.py","LOW",187,"B101",0
"node\tools\gyp\pylib\gyp\input.py","LOW",195,"B101",0
"node\tools\gyp\pylib\gyp\input.py","MEDIUM",248,"B307",0
"node\tools\gyp\pylib\gyp\input.py","LOW",782,"B101",0
"node\tools\gyp\pylib\gyp\input.py","MEDIUM",915,"B307",0
"node\tools\gyp\pylib\gyp\input.py","LOW",965,"B101",0
"node\tools\gyp\pylib\gyp\input.py","HIGH",977,"B602",0
"node\tools\gyp\pylib\gyp\input.py","MEDIUM",1206,"B307",0
"node\tools\gyp\pylib\gyp\input.py","LOW",1251,"B101",0
"node\tools\gyp\pylib\gyp\mac_tool.py","LOW",22,"B404",0
"node\tools\gyp\pylib\gyp\mac_tool.py","LOW",121,"B603",0
"node\tools\gyp\pylib\gyp\mac_tool.py","LOW",137,"B607",0
"node\tools\gyp\pylib\gyp\mac_tool.py","LOW",137,"B603",0
"node\tools\gyp\pylib\gyp\mac_tool.py","LOW",261,"B603",0
"node\tools\gyp\pylib\gyp\mac_tool.py","LOW",280,"B603",0
"node\tools\gyp\pylib\gyp\mac_tool.py","LOW",437,"B603",0
"node\tools\gyp\pylib\gyp\mac_tool.py","LOW",470,"B603",0
"node\tools\gyp\pylib\gyp\mac_tool.py","LOW",572,"B607",0
"node\tools\gyp\pylib\gyp\mac_tool.py","LOW",572,"B603",0
"node\tools\gyp\pylib\gyp\mac_tool.py","LOW",608,"B110",0
"node\tools\gyp\pylib\gyp\mac_tool.py","LOW",612,"B607",0
"node\tools\gyp\pylib\gyp\mac_tool.py","LOW",612,"B603",0
"node\tools\gyp\pylib\gyp\msvs_emulation.py","LOW",12,"B404",0
"node\tools\gyp\pylib\gyp\msvs_emulation.py","LOW",134,"B603",0
"node\tools\gyp\pylib\gyp\msvs_emulation.py","LOW",1038,"B101",0
"node\tools\gyp\pylib\gyp\msvs_emulation.py","LOW",1096,"B101",0
"node\tools\gyp\pylib\gyp\msvs_emulation.py","HIGH",1192,"B602",0
"node\tools\gyp\pylib\gyp\msvs_emulation.py","HIGH",1218,"B602",0
"node\tools\gyp\pylib\gyp\ninja_syntax.py","LOW",172,"B101",0
"node\tools\gyp\pylib\gyp\win_tool.py","LOW",17,"B404",0
"node\tools\gyp\pylib\gyp\win_tool.py","HIGH",139,"B602",0
"node\tools\gyp\pylib\gyp\win_tool.py","LOW",193,"B603",0
"node\tools\gyp\pylib\gyp\win_tool.py","LOW",198,"B603",0
"node\tools\gyp\pylib\gyp\win_tool.py","LOW",202,"B603",0
"node\tools\gyp\pylib\gyp\win_tool.py","LOW",207,"B603",0
"node\tools\gyp\pylib\gyp\win_tool.py","LOW",217,"B603",0
"node\tools\gyp\pylib\gyp\win_tool.py","HIGH",257,"B602",0
"node\tools\gyp\pylib\gyp\win_tool.py","HIGH",303,"B602",0
"node\tools\gyp\pylib\gyp\win_tool.py","HIGH",324,"B602",0
"node\tools\gyp\pylib\gyp\win_tool.py","HIGH",344,"B602",0
"node\tools\gyp\pylib\gyp\win_tool.py","HIGH",369,"B602",0
"node\tools\gyp\pylib\gyp\win_tool.py","HIGH",381,"B602",0
"node\tools\gyp\pylib\gyp\xcode_emulation.py","LOW",18,"B404",0
